ProductNO,ProductTitle,ProductCode,Availability,Price,ImageURL,ManualURL,SupportSoftwareURL,SoftDMCManualURL
220,"4I34M-1  FPGA based Anything I/O card",4I34M-1,6,US$204.00,http://store.mesanet.com/image/cache/catalog/Products/AIO-FPGA-Cards/4i34colo-500x500.png,http://www.mesanet.com/pdf/parallel/4i34man.pdf,http://www.mesanet.com/software/parallel/4i34.zip,
224,"4I34M-2  FPGA based Anything I/O card",4I34M-2,7,US$227.00,http://store.mesanet.com/image/cache/catalog/Products/AIO-FPGA-Cards/4i34colo-500x500.png,http://www.mesanet.com/pdf/parallel/4i34man.pdf,http://www.mesanet.com/software/parallel/4i34.zip,
225,"4I70-NFT PC/104-PCI Remote bridge",4I70-NFT,6,US$132.00,,http://www.mesanet.com/pdf/parallel/4i70man.pdf,,
227,"DIN rail adapter picture",DIN RAIL ADAPTER KIT (2 PCS.),50,US$8.00,http://store.mesanet.com/image/cache/catalog/Products/Adapters_Cables/dinclipcolo-500x500.png,,,
229,"DIN rail adapter picture",DIN RAIL ADAPTER KIT (3 PCS.),50,US$12.00,http://store.mesanet.com/image/cache/catalog/Products/Adapters_Cables/dinclipcolo-500x500.png,,,
230,"COMMX2 COMMON BLOCK",COMMX2,84,US$8.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/comcolo-500x500.png,,,
232,"3I20",3I20,9,US$49.00,,,,
233,"7I31  Debug LED card - 24 LEDs + feedthrough for Anything I/O",7I31,14,US$35.00,,,,
234,"7I50  SPI I/O expander",7I50,Out Of Stock,US$45.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/7i50colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i50man.pdf,,
235,"DB25F-IDC26 CABLE 12&quot;",DB25F-IDC26 CABLE 12&quot; SP,Out Of Stock,US$5.00,,,,
236,"no pic",PTB6,176,US$1.00,,,,
237,"no pic",PTB2,140,US$1.00,,,,
238,"no pic",PTB8V,81,US$2.00,,,,
239,"DB25M-DB25M 6FT",DB25M-DB25M 6FT,11,US$10.00,,,,
240,"DB25Mto DB25M IEEE 1284 compliant parallel port cable 10' length.",DB25M-DB25M 10FT,Out Of Stock,US$15.00,,,,
241,"PTB8",PTB8,177,US$2.00,,,,
242,"no pic",PTB6V,57,US$2.00,,,,
244,"no pic",PTB2V,82,US$1.00,,,,
245,"IB-CBL-3M",IB-CBL-3M,Out Of Stock,US$57.00,,,,
246,"PCIE cable picture",PCIE-CBL-3M,Out Of Stock,US$58.00,,,,
247,"Cat5e Cable",CAT5E-2,3,US$5.00,,,,
248,"CAT5E-4 picture",CAT5E-4,9,US$6.00,,,,
250,"Cat5e Cable",CAT5E-1-TB6,8,US$8.00,,,,
251,"Cat5e Cable",CAT5E-2-TB6,9,US$8.00,,,,
252,"Cat5e Cable",CAT5E-4-TB6,2,US$9.00,,,,
253,"Cat5e Cable",CAT5E-1-TB8,16,US$8.00,,,,
254,"Cat5e Cable",CAT5E-2-TB8,2,US$8.00,,,,
255,"Cat5e Cable",CAT5E-4-TB8,4,US$9.00,,,,
263,"485ADPT",485ADPT,90,US$24.00,,,,
265,"4I90 QUAD PC/104-EXPRESS to MINI-PCI-EXPRESS WIRELESS ADAPTER",4I90,Out Of Stock,US$0.00,http://store.mesanet.com/image/cache/catalog/Products/Adapters_Cables/4i90colo-500x500.png,,,
273,"EPPM cable",EPP-M PARALLEL CABLE,17,US$15.00,,,,
274,"PCIEEXS PCI Express cable extender",PCIEEXS,Out Of Stock,US$35.00,http://store.mesanet.com/image/cache/catalog/pcieexcolo-500x500.png,,,
276,"PCIEEXR PCI Express cable extender",PCIEEXR,Out Of Stock,US$35.00,http://store.mesanet.com/image/cache/catalog/pcieexcolo-500x500.png,,,
281,"bracket",BRACKET - SP,360,US$3.00,,,,
282,"bracket",BRACKET - LP,576,US$5.00,,,,
283,"7i85S P&amp;G picture",7I85S-5I25 PNG KIT,Out Of Stock,US$158.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/7I765I25PNG-500x500.png,,,
285,"HD-DB ADAPT",HD-DB ADAPT,Out Of Stock,US$20.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/hd-dbadptcolo-500x500.png,,,
286,"7I77 ISOL",7I77ISOL,27,US$69.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/7i77isolcolo-500x500.png,,,
287,"422ENC  One channel RS-422 to TTL adapter",422ENC,3,US$16.00,http://store.mesanet.com/image/cache/catalog/422enccolo-500x500.png,,,
288,"ENC422  One channel TTL to RS-422 adapter ",ENC422,144,US$16.00,http://store.mesanet.com/image/cache/catalog/Products/Adapters_Cables/enc422colo-500x500.png,,,
290,"7I76E picture",7I76E,Out Of Stock,US$219.00,http://store.mesanet.com/image/cache/catalog/Products/AIO-FPGA-Cards/7i76ecolo-500x500.png,http://www.mesanet.com/pdf/parallel/7i76eman.pdf,http://www.mesanet.com/software/parallel/7i76e.zip,
291,"7I90HD  Parallel/SPI Anything I/O card",7I90HD,57,US$59.00,http://store.mesanet.com/image/cache/catalog/7i90hdcolo-500x500.png,http://www.mesanet.com/pdf/parallel/7i90hdman.pdf,http://www.mesanet.com/software/parallel/7i90.zip,
292,"4X422",4X422,Out Of Stock,US$35.00,,,,
293,"JAEWB3F200VD1T",JAEWB3F200VD1T,720,US$7.00,,,,
294,"7i85S P&amp;G picture",7I85S-6I25 PNG KIT,10,US$178.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/7I765I25PNG-500x500.png,,,
295,"7I85-5I25 PLUG-N-GO picture",7I85-5I25 PNG KIT,Out Of Stock,US$158.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/7I765I25PNG-500x500.png,,,
296,"7I85-6I25 PLUG-N-GO KIT",7I85-6I25 PNG KIT,10,US$178.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/7I765I25PNG-500x500.png,,,
297,"5I24-16  FPGA based PCI Anything I/O card",5I24-16,Out Of Stock,US$119.00,http://store.mesanet.com/image/cache/catalog/Products/5i24colo-500x500.png,http://www.mesanet.com/pdf/parallel/5i24man.pdf,http://www.mesanet.com/software/parallel/5i24.zip,
298,"5I24-25  FPGA based PCI Anything I/O card",5I24-25,4,US$139.00,http://store.mesanet.com/image/cache/catalog/Products/5i24colo-500x500.png,http://www.mesanet.com/pdf/parallel/5i24man.pdf,http://www.mesanet.com/software/parallel/5i24.zip,
299,"104-AT  PC/104 to ISA adapter",104-AT,27,US$40.00,http://store.mesanet.com/image/cache/catalog/Products/Adapters_Cables/104colo-500x500.png,,,
300,"6I24 picture",6I24-25,Out Of Stock,US$159.00,http://store.mesanet.com/image/cache/catalog/6i24lpcolo-500x500.pnghttp://store.mesanet.com/image/cache/catalog/6i24lpcolo-500x500.png,http://www.mesanet.com/pdf/parallel/6i24man.pdf,http://www.mesanet.com/software/parallel/6i24.zip,
301,"6I24 picture",6I24-16,44,US$139.00,http://store.mesanet.com/image/cache/catalog/6i24lpcolo-500x500.pnghttp://store.mesanet.com/image/cache/catalog/6i24lpcolo-500x500.png,http://www.mesanet.com/pdf/parallel/6i24man.pdf,http://www.mesanet.com/software/parallel/6i24.zip,
302,"7I92 picture",7I92M,Out Of Stock,US$0.00,http://store.mesanet.com/image/cache/catalog/7i92colo-500x500.pnghttp://store.mesanet.com/image/cache/catalog/7i92colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i92man.pdf,http://www.mesanet.com/software/parallel/7i92.zip,
303,"7I92H picture",7I92H,Out Of Stock,US$0.00,http://store.mesanet.com/image/cache/catalog/7i92hcolo-500x500.pnghttp://store.mesanet.com/image/cache/catalog/7i92colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i92man.pdf,http://www.mesanet.com/software/parallel/7i92.zip,
304,"ENCY Picture",ENCY,9,US$18.00,http://store.mesanet.com/image/cache/catalog/encycolo-500x500.png,,,
306,"7I92 picture",7I92,Out Of Stock,US$0.00,http://store.mesanet.com/image/cache/catalog/7i92colo-500x500.pnghttp://store.mesanet.com/image/cache/catalog/7i92colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i92man.pdf,http://www.mesanet.com/software/parallel/7i92.zip,
307,"cat5e cable",CAT5E-1FT,Out Of Stock,US$2.00,,,,
308,"PTB4",PTB4,188,US$1.00,,,,
310,"7I54 picture",7I54,36,US$169.00,http://store.mesanet.com/image/cache/catalog/7i54colo-500x500.png,,,
311,"7I96 picture",7I96,50,US$119.00,http://store.mesanet.com/image/cache/catalog/7i96colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i96man.pdf,http://www.mesanet.com/software/parallel/7i96.zip,
312,"7I34 picture",7I34-LVDS,6,US$59.00,http://store.mesanet.com/image/cache/catalog/Products/Motion/7i34colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i34man.pdf,,
313,"CFADPTCS-3.3 Compact Flash - IDE adapter type  2 - Chant Sincere",CFADPTCS-3.3,30,US$23.00,http://store.mesanet.com/image/cache/catalog/Products/Disk-Cards/cfadptcscolo-500x500.png,,,
314,"7I49 Picture",7I49HV,10,US$184.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/7i49colo-500x500.png,http://www.mesanet.com/pdf/motion/7i49man.pdf,,
315,"DB25M-IDC26 CABLE 18&quot;",DB25M-IDC26 CABLE 18&quot;,102,US$10.00,,,,
316,"AIO cable",AIO CABLE-1FT,Out Of Stock,US$15.00,,,,
317,"AIO cable",AIO CABLE-3FT,3,US$17.00,,,,
318,"AIO cable",AIO CABLE-2FT,Out Of Stock,US$16.00,,,,
319,"AIO cable",AIO CABLE-4FT,13,US$18.00,,,,
320,"AIO cable",AIO CABLE-5FT,7,US$19.00,,,,
321,"7i84 picture",7I84D,Out Of Stock,US$79.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/7i84colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i84man.pdf,,
322,"7I76 Picture",7I76D,Out Of Stock,US$119.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/7i76colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i76man.pdf,,
324,"7I94 picture",7I94,Out Of Stock,US$119.00,http://store.mesanet.com/image/cache/catalog/7i94colo-500x500.pnghttp://store.mesanet.com/image/cache/catalog/7i94colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i94man.pdf,http://www.mesanet.com/software/parallel/7i94.zip,
327,"7I77D card",7I77D,Out Of Stock,US$229.00,http://store.mesanet.com/image/cache/catalog/Products/AIO-FPGA-Cards/7i77colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i77man.pdf,,
328,"THCAD picture",THCAD-5,Out Of Stock,US$69.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/thcadcolo-500x500.png,http://www.mesanet.com/pdf/analog/thcadman.pdf,,
329,"RMA BOARD REPAIRS, PLUS FREIGHT",RMA BOARD REPAIRS, PLUS FREIGHT,1000,US$90.00,,,,
330,"7I77D 5I25 P&amp;G kit",7I77D-5I25 PNG KIT,Out Of Stock,US$318.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/7I765I25PNG-500x500.png,,,
331,"7I77D 6I25 P&amp;G kit",7I77D-6I25 PNG KIT,Out Of Stock,US$338.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/7I765I25PNG-500x500.png,,,
332,"FREIGHT ONLY",FREIGHT,1000,US$18.00,,,,
333,"INDUSTRIAL TEMP RANGE (-40°C to +85°C) +20% PER CARD",INDUSTRIAL TEMP RANGE (-40°C to +85°C) +20% PER CARD,1000,US$33.80,,,,
334,"PAYMENT SHORTS",PAYMENT SHORTS,1000,US$350.00,,,,
335,"CONFORMAL COATING PER BOARD",CONFORMAL COATING PER BOARD,1000,US$500.00,,,,
337,"3X20 MB CONNECTOR",3X20 MB CONNECTOR,450,US$7.00,,,,
338,"7C81 picture",7C81,2,US$89.00,http://store.mesanet.com/image/cache/catalog/7c81trans-500x500.png,http://www.mesanet.com/pdf/parallel/7c81man.pdf,http://www.mesanet.com/software/parallel/7c81.zip,
339,"7I98 picture",7I98,Out Of Stock,US$99.00,http://store.mesanet.com/image/cache/catalog/7i98colo-500x500.pnghttp://store.mesanet.com/image/cache/catalog/7i92colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i98man.pdf,http://www.mesanet.com/software/parallel/7i98.zip,
340,"7I89 Picture",7I89,23,US$89.00,http://store.mesanet.com/image/cache/catalog/7i89colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i89man.pdf,,
341,"7I93 picture",7I93,Out Of Stock,US$89.00,http://store.mesanet.com/image/cache/catalog/7i93colo-500x500.pnghttp://store.mesanet.com/image/cache/catalog/7i93colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i93man.pdf,http://www.mesanet.com/software/parallel/7i93.zip,
342,"4I66 picture",4I66CRS  NOJ1-I ROHS-CC-I Conformal, Indtl temp,9,US$593.80,http://store.mesanet.com/image/cache/catalog/Products/Serial-Cards/4i66colo-500x500.png,http://www.mesanet.com/pdf/serial/4i66man.pdf,http://www.mesanet.com/software/serial/4i61.zip,
343,"7I95 picture",7I95,Out Of Stock,US$249.00,http://store.mesanet.com/image/cache/catalog/7i95colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i95man.pdf,http://www.mesanet.com/software/parallel/7i95.zip,
344,"7I97 picture",7I97,Out Of Stock,US$279.00,http://store.mesanet.com/image/cache/catalog/7i97colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i97man.pdf,http://www.mesanet.com/software/parallel/7i97.zip,
345,"7C80 picture",7C80,16,US$249.00,http://store.mesanet.com/image/cache/catalog/7c80colo-500x500.png,http://www.mesanet.com/pdf/parallel/7c80man.pdf,http://www.mesanet.com/software/parallel/7c80.zip,
346,"4I71S-NFT-NOPCI-T/B-ROHS  PC104-PLUS MAC-SWITCH",4I71S-NFT-NOPCI-T/B-ROHS,12,US$206.00,http://store.mesanet.com/image/cache/catalog/Products/Serial-Cards/4i71colo-500x500.png,http://www.mesanet.com/pdf/serial/4i71man.pdf,,
348,"7I68  3X2X cabled PCIE motherboard",7I68-FON,Out Of Stock,US$99.00,http://store.mesanet.com/image/cache/catalog/Products/AIO-FPGA-Cards/7i68colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i68man.pdf,,
349,"7I88 Picture",7I88,24,US$79.00,http://store.mesanet.com/image/cache/catalog/7i88colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i88man.pdf,,
350,"California Sales Tax added",California Sales Tax Add on,500,US$30.50,,,,
355,"IDC 40 cable",IDC40-IDC40 1.5&quot;,14,US$8.00,,,,
357,"DIN Tray 107MM X 102MM",DIN Tray 107MM X 102MM,11,US$7.50,,,,
358,"DIN Tray 107MM X 204MM",DIN Tray 107MM X 204MM,27,US$15.00,,,,
360,"4i36 picture",4I36-1-I,20,US$275.00,http://store.mesanet.com/image/cache/catalog/Products/Motion/4i36col-500x500.png,,,
361,"7I64 picture",7I64,Out Of Stock,US$198.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/7i64colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i64man.pdf,,
362,"4I24-I  72/96 bit parallel I/O cards, Industrial Temperature Range  (-40°C to +85°C)",4I24-I,8,US$199.20,http://store.mesanet.com/image/cache/catalog/Products/Parallel_Cards/4i24colo-500x500.png,http://www.mesanet.com/pdf/parallel/4i24man.pdf,http://www.mesanet.com/software/parallel/4i24.zip,
363,"4I71S-1 PC104-PLUS MAC-SWITCH Industrial Temperature Range (-40°C to +85°C)",4I71S-I,4,US$247.00,http://store.mesanet.com/image/cache/catalog/Products/Serial-Cards/4i71colo-500x500.png,http://www.mesanet.com/pdf/serial/4i71man.pdf,,
365,"THCAD2 picture",THCAD2,45,US$79.00,http://store.mesanet.com/image/cache/catalog/thcad2colo-500x500.png,http://www.mesanet.com/pdf/analog/thcad2man.pdf,,
366,"7I36 Analog servo interface",7I36,41,US$149.00,http://store.mesanet.com/image/cache/catalog/7i36trans-500x500.png,http://www.mesanet.com/pdf/motion/7i36man.pdf,,
367,"Miscellaneous component",Miscellaneous components,1000,US$5.00,,,,
370,"7I34 picture",7I34,72,US$59.00,http://store.mesanet.com/image/cache/catalog/Products/Motion/7i34colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i34man.pdf,,
373,"5I21 PICTURE",5I21RL-ROHS,Out Of Stock,US$183.00,http://store.mesanet.com/image/cache/catalog/Products/Serial-Cards/5i21colo-500x500.png,http://www.mesanet.com/pdf/parallel/5i21man.pdf,http://www.mesanet.com/software/parallel/5i21.zip,
374,"7I96S picture",7I96S,37,US$149.00,http://store.mesanet.com/image/cache/catalog/7i96scolo-500x500.png,http://www.mesanet.com/pdf/parallel/7i96sman.pdf,http://www.mesanet.com/software/parallel/7i96s.zip,
378,"7I92 picture",7I92TM,29,US$109.00,http://store.mesanet.com/image/cache/catalog/7i92tmcolo-500x500.pnghttp://store.mesanet.com/image/cache/catalog/7i92tmcolo-500x500.png,http://www.mesanet.com/pdf/parallel/7i92tman.pdf,http://www.mesanet.com/software/parallel/7i92t.zip,
379,"7I92 picture",7I92TF,33,US$109.00,http://store.mesanet.com/image/cache/catalog/7i92tfcolo-500x500.pnghttp://store.mesanet.com/image/cache/catalog/7i92tfcolo-500x500.png,http://www.mesanet.com/pdf/parallel/7i92tman.pdf,http://www.mesanet.com/software/parallel/7i92t.zip,
381,"7I92 picture",7I92TH,10,US$109.00,http://store.mesanet.com/image/cache/catalog/7i92thcolo-500x500.pnghttp://store.mesanet.com/image/cache/catalog/7i92thcolo-500x500.png,http://www.mesanet.com/pdf/parallel/7i92tman.pdf,http://www.mesanet.com/software/parallel/7i92t.zip,
382,"DB25M-DB25M CABLE 18&quot;",DB25M-DB25M CABLE 18&quot;,5,US$12.00,,,,
383,"7I95T picture",7I95T,14,US$249.00,http://store.mesanet.com/image/cache/catalog/7i95colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i95tman.pdf,http://www.mesanet.com/software/parallel/7i95t.zip,
385,"Bare 6I24 Printed Circuit Boards - Before Assembly bake for 48 hours at 125 degrees",Bare Printed Circuit Boards 6I24,100,US$7.50,,,,
386,"7I80HDT  Ethernet Anything I/O card",7I80HDT,15,US$149.00,http://store.mesanet.com/image/cache/catalog/Products/AIO-FPGA-Cards/7i80hdcolo-500x500.png,http://www.mesanet.com/pdf/parallel/7i80hdtman.pdf,http://www.mesanet.com/software/parallel/7i80hdt.zip,
387,"5I25T picture",5I25T,112,US$89.00,http://store.mesanet.com/image/cache/catalog/Products/AIO-FPGA-Cards/5i25colo-500x500.pnghttp://store.mesanet.com/image/cache/catalog/Products/AIO-FPGA-Cards/5i25colo-500x500.pnghttp://store.mesanet.com/image/cache/catalog/Products/AIO-FPGA-Cards/5i25lpcolo-500x500.png,http://www.mesanet.com/pdf/parallel/5i25tman.pdf,http://www.mesanet.com/software/parallel/5i25t.zip,
390,"4I34-1-I  FPGA based Anything I/O card",4I34-1-I,Out Of Stock,US$250.00,http://store.mesanet.com/image/cache/catalog/Products/AIO-FPGA-Cards/4i34colo-500x500.png,http://www.mesanet.com/pdf/parallel/4i34man.pdf,http://www.mesanet.com/software/parallel/4i34.zip,
391,"4I34-2  FPGA based Anything I/O card",4I34-2-I,Out Of Stock,US$245.00,http://store.mesanet.com/image/cache/catalog/Products/AIO-FPGA-Cards/4i34colo-500x500.png,http://www.mesanet.com/pdf/parallel/4i34man.pdf,http://www.mesanet.com/software/parallel/4i34.zip,
392,"RMA BOARD REPAIRS ONLY",RMA BOARD REPAIRS,1000,US$30.00,,,,
393,"spinx1a picture",SPINx1A,38,US$24.00,http://store.mesanet.com/image/cache/catalog/Products/Adapters_Cables/spix1colo-500x500.png,http://www.mesanet.com/pdf/adapter/spinx1aman.pdf,,
395,"7I37TA picture",7I37TA,39,US$89.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/7i37tacolo-500x500.png,http://www.mesanet.com/pdf/parallel/7i37dman.pdf,,
396,"7I94T picture",7I94T,23,US$119.00,http://store.mesanet.com/image/cache/catalog/7i94tcolo-500x500.pnghttp://store.mesanet.com/image/cache/catalog/7i94colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i94tman.pdf,http://www.mesanet.com/software/parallel/7i94t.zip,
397,"7I97T picture",7I97T,11,US$279.00,http://store.mesanet.com/image/cache/catalog/7i97tcolo-500x500.png,http://www.mesanet.com/pdf/parallel/7i97tman.pdf,http://www.mesanet.com/software/parallel/7i97t.zip,
398,"7I76E picture",7I76E,Out Of Stock,US$149.00,http://store.mesanet.com/image/cache/catalog/Products/AIO-FPGA-Cards/7i76ecolo-500x500.png,http://www.mesanet.com/pdf/parallel/7i76eman.pdf,http://www.mesanet.com/software/parallel/7i76e.zip,
399,"7I76EU picture",7I76EU,Out Of Stock,US$219.00,http://store.mesanet.com/image/cache/catalog/7i76eucolo-500x500.png,http://www.mesanet.com/pdf/parallel/7i76euman.pdf,http://www.mesanet.com/software/parallel/7i76eu.zip,
400,"DB25F-IDC26 CABLE 12&quot;",DB25F-IDC26 CABLE 12&quot; LP,Out Of Stock,US$5.00,,,,
401,"THCAD-RES",THCAD-RES,14,US$2.00,,,,
402,"RMA CARDS REPAIR, PLUS FREIGHT",RMA CARD REPAIRS, PLUS FREIGHT,1000,US$50.00,,,,
403,"RMA BOARD REPAIR ONLY",RMA CARD REPAIRS,1000,US$35.00,,,,
404,"bracket",BRACKET - SP 24,9,US$10.00,,,,
405,"bracket",BRACKET - LP 24,9,US$10.00,,,,
406,"7I77 5I25T P&amp;G kit",7I77-5I25T PNG KIT,2,US$318.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/7I765I25PNG-500x500.png,,,
407,"3X20 picture",3X20-1 BAD SAMPLE ONLY,Out Of Stock,US$20.00,http://store.mesanet.com/image/cache/catalog/Products/AIO-FPGA-Cards/3x20colo-500x500.png,http://www.mesanet.com/pdf/parallel/3x20man.pdf,http://www.mesanet.com/software/parallel/3x20.zip,
408,"7I76 Picture",7I76U,Out Of Stock,US$119.00,http://store.mesanet.com/image/cache/catalog/Products/AIO_Daughter_Cards/7i76colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i76uman.pdf,,
409,"4I71 PC104-PLUS MAC-SWITCH Industrial Temperature Range (-40°C to +85°C)",4I71-I,3,US$263.00,http://store.mesanet.com/image/cache/catalog/Products/Serial-Cards/4i71colo-500x500.png,http://www.mesanet.com/pdf/serial/4i71man.pdf,,
410,"7i84U picture",7I84U,Out Of Stock,US$79.00,http://store.mesanet.com/image/cache/catalog/7i84ucolo-500x500.png,http://www.mesanet.com/pdf/parallel/7i84uman.pdf,,
411,"7I92 picture",7I92 P1 BAD,Out Of Stock,US$10.00,http://store.mesanet.com/image/cache/catalog/7i92colo-500x500.pnghttp://store.mesanet.com/image/cache/catalog/7i92colo-500x500.png,http://www.mesanet.com/pdf/parallel/7i92man.pdf,http://www.mesanet.com/software/parallel/7i92.zip,
